addresses_roadtype_name,addresses_end_street_number,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,values_value,addresses_town,geo_epgs_4326_y,geo_epgs_4326_x,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,E-mail,Avinguda de les Drassanes,Informació d'interès,8001,informacio@mmb.cat,Barcelona,2.176059209800324,41.37598140054482,Ciutat Vella,431100.2799306433,1,﻿92086000438,,True,1,,,1,411,Museu Marítim de Barcelona,140203,1984-05-30T00:00:00,4580823.404296844,,2023-02-08T14:02:05.807392,,39363,el Raval,True,100002
,,E-mail,Carrer de Sants,Informació d'interès,8014,cotxeres-casinet@secretariat.cat,Barcelona,2.136897693555585,41.37529848802473,Sants-Montjuïc,427824.72279217,79,﻿92086002380,,True,3,,,18,412,Centre Cívic Cotxeres de Sants,312400,1984-05-30T00:00:00,4580779.459042303,,2023-03-31T09:34:22.844396,,39646,Sants,True,100002
,,Web,Av Tibidabo,Informació d'interès,8035,https://link.bcn.cat/cPdlFdR,BARCELONA,2.130839745769486,41.41609393601731,Sarrià-Sant Gervasi,427363.56829785265,72,﻿92086011935,,True,5,,,25,413,Parc de la Font del Racó,101008,1985-04-01T00:00:00,4585313.581712986,,2022-11-23T12:39:26.017319,,73858,Sant Gervasi - la Bonanova,True,100003
,,Responsables,Av Esplugues,Responsables,8034,Jaume González-Agápito i Granell,BARCELONA,2.111486130409106,41.39269599560135,Les Corts,425719.5108324795,103,﻿92086005212,,True,4,,,21,414,Parròquia de Maria Reina,115400,1984-05-30T00:00:00,4582732.378527985,,2022-09-17T03:59:01.315325,,13090,Pedralbes,False,2000
,,E-mail,Carrer del Comerç,Informació d'interès,8003,museu@pastisseria.cat,Barcelona,2.181725967522791,41.38741922402338,Ciutat Vella,431586.1399487076,36,﻿276102917,92086001203,True,1,,,4,415,Museu de la Xocolata,85400,2000-10-02T00:00:00,4582088.723046084,Gremi Provincial de Pastisseria de Barcelona,2023-03-23T12:23:24.152875,,33483,"Sant Pere, Santa Caterina i la Ribera",True,100002
,,E-mail,C Nena Casas,Informació d'interès,8017,info@casaespiritualitat.barcelona,BARCELONA,2.130903870123052,41.39572136064741,Sarrià-Sant Gervasi,427346.2349544041,37,﻿99400475178,,True,5,,,24,416,Casa Sant Felip Neri,227200,2017-01-13T14:32:18,4583051.78576547,,2022-09-17T08:49:31.170043,,59183,les Tres Torres,True,100002
,,Web,Carrer de la Creu Coberta,Informació d'interès,8014,http://ajuntament.barcelona.cat/sants-montjuic/ca/,Barcelona,2.1422743923160135,41.3754087791269,Sants-Montjuïc,428274.4644171125,104,﻿92086015566,,True,3,,,15,418,Consell Municipal del Districte de Sants-Montjuïc,94809,1988-02-29T00:00:00,4580787.24006208,,2021-10-11T11:56:25.525567,,74272,Hostafrancs,True,100003
,,Web,Plaça d'Orfila,Informació d'interès,8030,http://ajuntament.barcelona.cat/santandreu,Barcelona,2.190607338298738,41.43602805111317,Sant Andreu,432379.12515779864,1,﻿92086015861,,True,9,,,60,419,Consell Municipal del Districte de Sant Andreu,235809,1988-02-29T00:00:00,4587478.245657705,,2021-09-17T14:06:20.454087,,74376,Sant Andreu,True,100003
,,,C Còdols,,8002,,BARCELONA,2.178265252336639,41.37958535239015,Ciutat Vella,431288.54901850235,16,﻿99400476736,,True,1,,,2,420,Casa Fàbrica Güell-Ramis,82107,2017-01-27T13:15:08,4581221.757446749,,2021-09-09T02:15:47.841411,,,el Barri Gòtic,,
,,,C Mestres Casals i Martorell,,8003,,BARCELONA,2.178401010468016,41.3872658323001,Ciutat Vella,431307.98465545604,15,﻿99400476743,,True,1,,,4,421,Casa Parés,189100,2017-01-27T13:23:46,4582074.324130192,,2021-09-09T02:15:47.531152,,,"Sant Pere, Santa Caterina i la Ribera",,
,,Web,C Hospital,Informació d'interès,8001,http://www.barcelonaturisme.com/wv3/ca/page/371/.html,BARCELONA,2.1698114685903156,41.38108881941956,Ciutat Vella,430583.2568402671,56,﻿92086008748,,True,1,,,1,422,Edifici de l'Antic Hospital de la Santa Creu,157909,1991-03-14T00:00:00,4581395.4066077825,,2022-09-17T04:04:44.371763,,73672,el Raval,True,100003
,,E-mail,C Turó de la Trinitat,Informació d'interès,8033,la.trinitat@gmail.com,BARCELONA,2.190479987134713,41.450316538502584,Sant Andreu,432383.32079860166,30,﻿92086005867,,True,9,,,57,423,Parròquia de la Santíssima Trinitat,77107,1984-05-30T00:00:00,4589064.645207687,,2022-09-17T04:00:56.273605,,40569,la Trinitat Vella,True,100002
,,,Pl Joan Carles I,,8008,,BARCELONA,2.159512198746821,41.396517237885504,Eixample,429738.68269223964,9999,﻿92086011869,,True,2,,,7,424,Obelisc del Cinc d'Oros,359404,1985-03-29T00:00:00,4583116.547639294,,2021-09-09T02:13:47.389410,,,la Dreta de l'Eixample,,
,,Escultor,Pg Sant Joan,Variables,8037,Josep Miret Llopart,BARCELONA,2.1630082494784415,41.404403526651755,Gràcia,430039.3995886436,210,﻿92086011860,,True,6,,,32,425,Escultura Fray Pedro Ponce de León,305100,1985-03-28T00:00:00,4583989.244189697,,2021-09-09T02:13:47.501766,,305682,el Camp d'en Grassot i Gràcia Nova,False,68
,,Web,Plaça del Consell de la Vila,Informació d'interès,8034,http://ajuntament.barcelona.cat/sarria-santgervasi,Barcelona,2.1214123028583627,41.39912976584916,Sarrià-Sant Gervasi,426556.59854332305,7,﻿92086015849,,True,5,,,23,426,Consell Municipal del Districte de Sarrià-Sant Gervasi,261300,1988-02-29T00:00:00,4583438.185825779,,2021-07-15T10:06:08.133691,,74384,Sarrià,True,100003
,,Web,Pl Major de Nou Barris,Informació d'interès,8042,http://ajuntament.barcelona.cat/noubarris,BARCELONA,2.1712296246319656,41.4368445525108,Nou Barris,430761.06383847794,1,﻿92086015858,,True,8,,,48,427,Consell Municipal del Districte de Nou Barris,701639,1988-02-29T00:00:00,4587584.210298242,,2022-09-25T14:12:51.306281,,74386,la Guineueta,True,100003
,,Web,C Villarroel,Informació d'interès,8036,https://www.clinicbarcelona.org/ca,BARCELONA,2.152194463242196,41.38955539831457,Eixample,429119.38187175704,170,﻿92086003532,,True,2,,,8,428,Hospital Clínic i Provincial,363809,1984-05-30T00:00:00,4582349.613992283,,2023-03-14T08:53:38.833103,,72715,l'Antiga Esquerra de l'Eixample,True,100003
,,E-mail,Av Estadi,Informació d'interès,8038,info@inefc.cat,BARCELONA,2.146913285556539,41.36537462912623,Sants-Montjuïc,428651.4229885859,12,﻿92086021895,,True,3,,,11,429,Institut Nacional d'Educació Física de Catalunya *Barcelona,116402,1988-08-01T00:00:00,4579669.4380555395,,2023-02-01T15:33:26.807703,,41678,el Poble-sec,True,100002
,,E-mail,Carrer de la Mare de Déu de la Salut,Informació d'interès,8024,ctlasalut@ctlasalut.com,Barcelona,2.15819198579813,41.412340421112866,Gràcia,429645.3882313865,75,﻿92086003351,,True,6,,,30,430,Club Tennis La Salut,366002,1985-04-26T00:00:00,4584874.290477904,,2023-03-09T15:22:42.408545,,39965,la Salut,True,100002
,,E-mail,Passeig de Santa Madrona,Informació d'interès,8038,macvisites.acdpc@gencat.cat,Barcelona,2.1576640200328425,41.370185413245146,Sants-Montjuïc,429555.7670814762,39,﻿92086000136,,True,3,,,11,431,Museu d'Arqueologia de Catalunya,316809,1984-05-30T00:00:00,4580194.73011607,,2023-03-23T08:01:54.895250,,39454,el Poble-sec,True,100002
,,E-mail,C Gràcia,Informació d'interès,8012,santamaria203@arqbcn.cat,BARCELONA,2.1579647021625696,41.39833719125325,Gràcia,429611.2808877261,3,﻿92086004157,,True,6,,,31,432,Parròquia de Santa Maria de Gràcia,148205,1984-05-30T00:00:00,4583319.852629642,,2022-09-17T03:56:03.955172,,39784,la Vila de Gràcia,True,100002
,,,Llança,,8015,,BARCELONA,2.1502989534573564,41.376636975984155,Eixample,428946.84485131415,20,﻿93116124613,,True,2,,,9,463,Casa Faiol - Casa de la Papallona,184402,1993-04-26T00:00:00,4580916.982937578,,2022-09-17T05:02:34.312070,,,la Nova Esquerra de l'Eixample,,
,,E-mail,Pg Vall d'Hebron,Informació d'interès,8035,info@velodrom.cat.,BARCELONA,2.1495946440435265,41.43723757663772,Horta-Guinardó,428953.99936151924,185,﻿92086010739,,True,7,,,43,433,Velodrom Municipal d'Horta Miquel Poblet,352507,1985-02-12T00:00:00,4587645.373327871,,2023-02-28T14:10:56.483101,,40926,Horta,True,100002
,,E-mail,Pg Bonanova,Informació d'interès,8017,col.metge@comb.es,BARCELONA,2.129341454867993,41.40423624177701,Sarrià-Sant Gervasi,427225.1209266232,47,﻿92086005338,,True,5,,,24,434,Col·legi Oficial de Metges de Barcelona,44709,1984-05-30T00:00:00,4583998.409506439,,2023-02-13T18:27:42.518444,,40227,les Tres Torres,True,100002
,,E-mail,C Constitució,Informació d'interès,8014,info@parroquiasantmedir.cat,BARCELONA,2.1377566200682048,41.36984160255108,Sants-Montjuïc,427890.523282335,17,﻿92086002304,,True,3,,,16,435,Parròquia de Sant Medir,89707,1984-05-30T00:00:00,4580172.929977741,,2022-09-17T03:51:02.746072,,39901,la Bordeta,True,100002
,,E-mail,Pl Concòrdia,Informació d'interès,8014,santamaria211@arqbcn.org,BARCELONA,2.132098891535344,41.386892522386965,Les Corts,427436.3182906121,1,﻿92086002167,,True,4,,,19,436,Parròquia de Santa Maria del Remei,86403,1984-05-30T00:00:00,4582070.618357566,,2022-09-17T03:50:42.488895,,39937,les Corts,True,100002
,,E-mail,Pg Sant Joan Bosco,Informació d'interès,8017,rector@mariaauxiliadora.org,BARCELONA,2.127827570905958,41.394938605535096,Sarrià-Sant Gervasi,427088.1884802279,70,﻿92086002199,,True,5,,,24,437,Parròquia de Maria Auxiliadora,305201,1984-05-30T00:00:00,4582967.469532443,,2022-09-17T03:50:45.211951,,39861,les Tres Torres,True,100002
,,Web,Av Paral.lel,Informació d'interès,8004,http://www.tmb.cat/ca/detall-linia-metro/-/linia/FM,BARCELONA,2.1703264205028834,41.37479599283319,Sants-Montjuïc,430619.62763082015,59,﻿92086009152,,True,3,,,11,438,Funicular de Montjuïc-TMB,198804,1988-02-26T00:00:00,4580696.375438588,,2023-02-20T09:40:33.508265,,73395,el Poble-sec,True,100003
,,E-mail,C la Rambla,Informació d'interès,8002,espectador@liceubarcelona.cat,BARCELONA,2.1733467293401083,41.38014677441643,Ciutat Vella,430877.86499799887,51,﻿92086009073,,True,1,,,1,439,Gran Teatre del Liceu,34308,1988-04-26T00:00:00,4581287.9967164975,,2023-02-15T13:57:02.041844,,40564,el Raval,True,100002
,,YouTube,Plaça de la Llibertat,Informació d'interès,8012,https://www.youtube.com/mercatllibertat,Barcelona,2.1537484882528983,41.39973784880562,Gràcia,429260.3482642449,27,﻿92086009773,,True,6,,,31,440,Mercat de Llibertat,179107,1985-01-17T00:00:00,4583478.786006169,,2023-03-21T10:29:17.568505,,507525,la Vila de Gràcia,False,100007
,266,E-mail,Carrer d'Aragó,Informació d'interès,8007,info@barcelonapaseodegracia.com,Barcelona,2.1639254997365103,41.39124613997681,Eixample,430101.973,266,﻿92086018129,,True,2,,,7,441,Associació d'Amics del Passeig de Gràcia,18505,1987-01-15T00:00:00,4582527.788,,2023-02-13T17:59:45.246133,,41729,la Dreta de l'Eixample,True,100002
,,Facebook,C Sant Jordi,Informació d'interès,8028,https://www.facebook.com/mercatdesants,BARCELONA,2.1337546284183255,41.37474144032811,Sants-Montjuïc,427561.26936680474,6,﻿92086009455,,True,3,,,18,442,Mercat de Sants,304209,1984-12-28T00:00:00,4580720.238564051,,2023-02-16T12:29:01.498774,,457309,Sants,False,100005
,,Web,Pg Marítim de la Mar Bella,Informació d'interès,8019,http://barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges/platja-de-la-nova-mar-bella,BARCELONA,2.2142493854271126,41.401144617626905,Sant Martí,434319.1830894825,128,﻿92086030401,,True,10,,,69,443,Platja de la Nova Mar Bella,700768,1989-06-30T00:00:00,4583587.327967793,,2022-08-02T08:52:43.971193,,74959,Diagonal Mar i el Front Marítim del Poblenou,True,100003
,,Facebook,Plaça del Poeta Boscà,Informació d'interès,8003,https://www.facebook.com/mercatbarceloneta,Barcelona,2.18928120267198,41.38024616800818,Ciutat Vella,432210.37004251796,1,﻿92086009445,,True,1,,,3,444,Mercat de Barceloneta,260908,1984-12-28T00:00:00,4581286.445001463,,2023-03-02T12:18:45.636170,,457245,la Barceloneta,False,100005
,,Web,Carrer de Mallorca,Informació d'interès,8036,http://www.ulabox.com,Barcelona,2.1544122344047523,41.38785716567696,Eixample,429302.9601274389,133,﻿92086009451,,True,2,,,8,445,Mercat del Ninot,191204,1984-12-28T00:00:00,4582159.266888027,,2023-02-16T14:27:23.383974,,73748,l'Antiga Esquerra de l'Eixample,True,100003
,,E-mail,Carrer la Rambla,Informació d'interès,8002,coordinacioasm@magmacultura.net,Barcelona,2.175614994736913,41.37725882473504,Ciutat Vella,431064.4822496146,7,﻿92168151955,,True,1,,,1,446,Centre d'Arts Santa Mònica,34308,1988-05-20T00:00:00,4580965.574901734,,2023-03-30T10:43:57.967748,,43336,el Raval,True,100002
,,Web,Passeig de Picasso,Informació d'interès,8003,https://link.bcn.cat/cPdlC,Barcelona,2.185381778970792,41.38633657544665,Ciutat Vella,431890.6660134717,21,﻿92086011921,,True,1,,,4,447,Parc de la Ciutadella,201400,1988-07-13T00:00:00,4581965.649308547,,2023-02-16T14:35:02.606418,,73977,"Sant Pere, Santa Caterina i la Ribera",True,100003
,,,C Almogàvers,,8018,,BARCELONA,2.182863588545234,41.39192618305821,Eixample,431685.97287687694,11,﻿99400398533,,True,2,,,5,513,Seu de l'Antiga Hidroelèctrica de Catalunya,11200,2015-10-05T14:10:35,4582588.181192903,,2022-09-17T08:28:09.167271,,,el Fort Pienc,,
,,Web,Av Estadi,Informació d'interès,8038,https://link.bcn.cat/cJddM,BARCELONA,2.1529654736615242,41.366093518468645,Sants-Montjuïc,429158.3870412853,42,﻿92086011925,,True,3,,,11,448,Jardins de Ramon Margalef i López,116402,1985-04-01T00:00:00,4579744.284431306,,2023-02-16T09:52:32.896410,,73887,el Poble-sec,True,100003
,,Web,C Montevideo,Informació d'interès,8034,https://link.bcn.cat/cPdCdl,BARCELONA,2.112199777559347,41.39940218424315,Sarrià-Sant Gervasi,425786.80201446573,45,﻿92086011933,,True,5,,,23,449,Parc del Castell de l'Oreneta,218402,1985-04-01T00:00:00,4583476.280286147,,2023-02-16T09:52:32.753964,,73852,Sarrià,True,100003
,,Web,Av Pau Casals,Informació d'interès,8021,https://link.bcn.cat/cETP,BARCELONA,2.1419158924657906,41.39410523623182,Sarrià-Sant Gervasi,428265.0380661559,19,﻿92086011942,,True,5,,,26,450,Turó Park - Parc del Poeta Eduard Marquina,143507,1985-04-01T00:00:00,4582863.1898014555,,2023-02-16T09:52:32.464018,,73990,Sant Gervasi - Galvany,True,100003
,,E-mail,G.V. Carles III,Informació d'interès,8028,edificiostrade@edificiostrade.com,BARCELONA,2.1279530224471386,41.38617521617633,Les Corts,427088.8846842993,84,﻿93314141948,,True,4,,,19,451,Els Edificis Trade,66508,1993-11-10T00:00:00,4581994.464025936,,2022-09-17T05:06:10.939364,,44288,les Corts,True,100002
,,E-mail,Ctra Església,Informació d'interès,8017,ci@parccollserola.net,BARCELONA,2.0995879296735516,41.420985861121345,Sarrià-Sant Gervasi,424757.44847770885,92,﻿92086038562,,True,5,,,22,452,Parc Metropolità Collserola,160007,1992-03-03T00:00:00,4585883.362589489,,2022-11-23T12:39:23.897983,,43482,"Vallvidrera, el Tibidabo i les Planes",True,100002
,,E-mail,Pl Sant Gregori Taumaturg,Informació d'interès,8021,santgregori94@arqbcn.org,BARCELONA,2.1384136580761517,41.39422199323784,Sarrià-Sant Gervasi,427972.38090681797,,﻿92086002268,,True,5,,,26,453,Parròquia de Sant Gregori Taumaturg,302702,1984-05-30T00:00:00,4582879.057584442,,2022-09-17T03:50:51.366815,,39812,Sant Gervasi - Galvany,True,100002
,,E-mail,Pl Sant Agustí Vell,Informació d'interès,8003,xarxaconsum@pangea.org,BARCELONA,2.1807053172955464,41.38787517688739,Ciutat Vella,431501.28376308316,15,﻿92086035093,,True,1,,,4,454,Associació Xarxa de Consum Solidari,296009,1991-04-12T00:00:00,4582140.148527094,,2023-02-13T18:34:59.324001,,42950,"Sant Pere, Santa Caterina i la Ribera",True,100002
,,Tel.,Rbla Fabra i Puig,Telèfons,8030,932506812,BARCELONA,2.1895226462085007,41.43001110132735,Sant Andreu,432282.25023208396,1,﻿99400477489,,True,9,,,60,697,Bar Colòmbia,701326,2017-02-08T14:43:15,4586811.096138333,,2022-09-17T08:51:54.099210,,229551,Sant Andreu,True,20001
,,E-mail,C Nou de la Rambla,Informació d'interès,8001,info@eixraval.com,BARCELONA,2.173892474795089,41.37883670716191,Ciutat Vella,430922.11259773944,14,﻿99400147564,,True,1,,,1,455,Eix Comercial del Raval,86902,2005-11-17T13:13:13,4581142.120149389,,2023-03-09T15:21:32.989133,,51378,el Raval,True,100002
,,,Pl de la República,,8042,,BARCELONA,2.1740546617840075,41.43822406099561,Nou Barris,430998.54250303237,1,﻿92086033339,,True,8,,,48,456,Escultura Pi i Margall-La República,186601,1990-07-13T00:00:00,4587735.106876807,,2023-01-20T14:10:21.820711,,,la Guineueta,,
,,,Moll Pescadors,,8039,,BARCELONA,2.1869970992938486,41.3758307185709,Ciutat Vella,432014.7810429168,1,﻿95034082600,,True,1,,,3,457,Far del Port - Torre del Rellotge,544643,1995-02-03T00:00:00,4580798.038729617,,2022-09-17T05:12:22.281914,,,la Barceloneta,,
,,,Pg Maragall,,8032,,BARCELONA,2.164467317118893,41.42760361480803,Horta-Guinardó,430186.20662853867,383,﻿94306142337,,True,7,,,36,458,Masia Can Fargas,194406,1994-11-02T00:00:00,4586563.718122879,,2021-09-09T02:13:56.559375,,,la Font d'en Fargues,,
,,E-mail,Carretera Alta de les Roquetes,Informació d'interès,8033,castell_torrebaro@bcn.cat,Barcelona,2.1761305165721443,41.45079189503227,Nou Barris,431185.24640658265,309,﻿92086030904,,True,8,,,54,459,Castell de Torre Baró,12305,1989-10-04T00:00:00,4589128.729342259,,2022-06-07T15:13:17.677174,,42056,Torre Baró,True,100002
,,E-mail,Av Diagonal,Informació d'interès,8028,esports@ub.edu,BARCELONA,2.1048310677132447,41.38091965331625,Les Corts,425149.63066033524,695,﻿92168153138,,True,4,,,20,460,Servei d'Esports de la Universitat de Barcelona,144601,1990-03-05T00:00:00,4581430.7111037765,,2022-09-17T04:52:26.597572,,43370,la Maternitat i Sant Ramon,True,100002
,,E-mail,Císter,Informació d'interès,8022,sioefpcee@blanquerna.url.edu,BARCELONA,2.1333279293214424,41.41191420929642,Sarrià-Sant Gervasi,427566.86642397114,34,﻿93068174518,,True,5,,,25,461,Facultat de Psicologia i Ciències de l'Educació i de l'Esport Blanquerna - URL,79907,1993-03-09T00:00:00,4584847.468300698,,2022-07-01T12:26:51.564340,,43674,Sant Gervasi - la Bonanova,True,100002
,,E-mail,C Riera de Sant Miquel,Informació d'interès,8006,a8042780@xtec.cat,BARCELONA,2.1558975483762164,41.39821515341866,Gràcia,429438.34657057555,39,﻿92168164465,,True,6,,,31,462,Escola Josep Maria Jujol,282401,1986-11-27T00:00:00,4583307.985709356,,2022-09-17T04:52:41.067870,,43143,la Vila de Gràcia,True,100002
,,E-mail,Pl Vallvidrera,Informació d'interès,8017,info@restaurantecasatrampa.com,BARCELONA,2.1045162775346715,41.41319781754193,Sarrià-Sant Gervasi,425160.34775914636,3,﻿75990217209,,True,5,,,22,464,Restaurant Casa Trampa,66701,1996-09-18T00:00:00,4585014.469148632,,2023-02-28T13:32:42.365376,,36898,"Vallvidrera, el Tibidabo i les Planes",True,100002
,,Web,C Foneria,Informació d'interès,8038,https://link.bcn.cat/cJdDH,BARCELONA,2.1367088188150576,41.36102656268191,Sants-Montjuïc,427793.14943931415,19,﻿99400076724,,True,3,,,13,465,Jardins dels Drets Humans,137300,2004-03-15T12:30:24,4579195.172504869,,2022-11-23T12:39:14.584526,,83366,la Marina de Port,True,100003
,,Web,Passeig Marítim de la Barceloneta,Informació d'interès,8003,http://barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges/platja-de-sant-sebastia,Barcelona,2.1896792006250663,41.373706513534366,Ciutat Vella,432236.8619312499,2,﻿92086030398,,True,1,,,3,466,Platja de Sant Sebastià,197903,1989-06-30T00:00:00,4580560.11309691,,2022-08-02T08:54:40.233931,,74960,la Barceloneta,True,100003
,,Web cita previa,Pg Marítim de Nova Icària,Informació d'interès,8005,https://book.timify.com/services?accountId=609b7203c9b6281189510d26&locale=ca-es,BARCELONA,2.2028838890750646,41.39076474300676,Sant Martí,433358.5326497905,60,﻿92086030399,,True,10,,,67,467,Platja de la Nova Icària,700757,1989-06-30T00:00:00,4582443.648936842,,2022-08-02T08:52:16.248388,,75322,la Vila Olímpica del Poblenou,True,100013
,,E-mail,C Lleó,Informació d'interès,8001,info@gravat.com,BARCELONA,2.1650784376554717,41.382067548983194,Ciutat Vella,430188.5446545267,6,﻿75990737375,,True,1,,,1,468,Tinta Invisible Edicions,177702,2002-05-04T00:00:00,4581507.865428914,,2023-02-28T13:25:07.202962,,39282,el Raval,True,100002
,,E-mail,Rda Sant Antoni,Informació d'interès,8011,info@moritz.com,BARCELONA,2.1634359544972748,41.38253112132161,Eixample,430051.7049739298,39,﻿99400141885,,True,2,,,10,469,Edifici de la Fàbrica Moritz - Espai Gastronòmic i Cultural,296508,2005-09-15T11:48:54,4581560.654885423,,2022-09-17T06:28:39.200223,,50561,Sant Antoni,True,100002
,,Web,Av Diagonal,Informació d'interès,8018,https://es.westfield.com/glories,BARCELONA,2.1925213552739606,41.40497574863421,Sant Martí,432506.888609326,208,﻿93293093019,,True,10,,,66,470,Centre Comercial Westfield Glòries,144601,1993-10-20T00:00:00,4584029.356299913,,2023-02-15T12:39:01.521504,,77578,el Parc i la Llacuna del Poblenou,True,100003
,,E-mail,C Moià,Informació d'interès,8006,info.barcelona@institutfrancais.es,BARCELONA,2.1517956248758305,41.395283486128115,Sarrià-Sant Gervasi,429092.262001278,8,﻿92086003767,,True,5,,,26,471,Institut Français de Barcelone,222501,1984-05-30T00:00:00,4582985.8647791855,,2023-02-13T18:27:43.641744,,39712,Sant Gervasi - Galvany,True,100002
,,E-mail,Av Doctor Marañón,Informació d'interès,8028,info@rcpolo.com,BARCELONA,2.1144500349192548,41.38128476293865,Les Corts,425954.3518295732,17,﻿92086001900,,True,4,,,20,472,Reial Club de Polo de Barcelona,102306,1987-07-09T00:00:00,4581462.981966049,,2023-03-09T15:22:44.147375,,39656,la Maternitat i Sant Ramon,True,100002
,2,E-mail,Carrer del Doctor Font i Quer,Informació d'interès,8038,museuciencies@bcn.cat,Barcelona,2.1587455117755603,41.36410317400865,Sants-Montjuïc,429639.66,2,﻿99106140304,99400090058,True,3,,,11,473,Jardí Botànic de Barcelona,700701,1999-04-16T00:00:00,4579518.613,Museu de Ciències Naturals de Barcelona,2023-03-27T09:33:55.799739,,46846,el Poble-sec,True,100002
,,Tel.,Passatge del Rector Oliveras,Telèfons,8009,010,Barcelona,2.1678356444626248,41.39479752399747,Eixample,430432.66098944057,2,﻿99400039577,,True,2,,,7,474,Jardins del Rector Oliveras,246601,2003-05-13T13:56:48,4582918.910710769,,2023-02-16T10:25:23.833392,,207552,la Dreta de l'Eixample,True,20001
,,E-mail,Carrer Gran de Sant Andreu,Informació d'interès,8030,reixach.soler@cofb.net,Barcelona,2.1896359516105504,41.435618295520094,Sant Andreu,432297.5439584983,263,﻿75990485806,,True,9,,,60,475,Farmàcia Reixach-de Pablo,296202,1998-03-28T00:00:00,4587433.514077168,,2023-02-28T13:27:48.975564,,38474,Sant Andreu,True,100002
,,,Pg Escullera,,8039,,BARCELONA,2.179383881515306,41.3576877479369,Sants-Montjuïc,431359.0738290851,1,﻿99400064469,,True,3,,,12,476,Escullera del Port de Barcelona,111850,2003-10-29T10:41:15,4578789.841206984,,2021-09-09T02:14:03.369733,,,la Marina del Prat Vermell,,
,,E-mail,Pl Fòrum,Informació d'interès,8019,parcdelforum@bsmsa.cat,BARCELONA,2.2217148764638015,41.411066821389646,Sant Martí,434953.1247181961,1,﻿99400118971,,True,10,,,70,477,El Parc del Fòrum,701612,2005-06-13T14:48:17,4584683.244402898,,2023-01-02T22:02:46.833568,,50836,el Besòs i el Maresme,True,100002
,,Web,C Manacor,Informació d'interès,8023,http://www.bcn.cat/mediambient,BARCELONA,2.1430348062786257,41.407464947326254,Sarrià-Sant Gervasi,428373.25069907197,17,﻿99400319598,,True,5,,,27,478,Jardins d'Elvira Farreras Valentí,191408,2013-06-06T13:21:30,4584345.443367382,,2022-11-23T12:39:08.136984,,93404,el Putxet i el Farró,True,100003
,,Web,Moll Barcelona,Informació d'interès,8039,https://www.wtcbarcelona.com/ca/,BARCELONA,2.1823636757953953,41.37109064113994,Ciutat Vella,431622.3559652276,1,﻿75990539136,,True,1,,,1,479,World Trade Center,540416,1998-09-26T00:00:00,4580275.448752354,,2023-03-02T14:30:09.156517,,70917,el Raval,True,100003
,,Tel.,Rbla Catalunya,Telèfons,8007,932152975,BARCELONA,2.162424791257872,41.39166621624898,Eixample,429976.959489372,77,﻿75990412959,,True,2,,,7,480,Farmàcia Jordi de Bolós,74506,1996-11-25T00:00:00,4582575.635965706,,2023-02-28T13:28:17.815484,,153330,la Dreta de l'Eixample,True,20001
,,,C Fraternitat,,8012,,BARCELONA,2.160109975770286,41.40086949415277,Gràcia,429793.3390604241,35,﻿99400477347,,True,6,,,31,481,Cases Leandre Vidal,133809,2017-02-07T12:48:31,4583599.244942326,,2022-09-17T08:50:59.632714,,,la Vila de Gràcia,,
,,,C Martínez de la Rosa,,8012,,BARCELONA,2.1592603871633953,41.39966543105189,Gràcia,429721.02379080554,27,﻿99400477361,,True,6,,,31,482,Edifici Puiggròs,201501,2017-02-07T14:01:16,4583466.260224394,,2021-09-09T02:16:06.194016,,,la Vila de Gràcia,,
,,,Pl Masadas,,8027,,BARCELONA,2.190177003471264,41.424786104383934,Sant Andreu,432331.49887073156,1,﻿99400390596,,True,9,,,61,483,Plaça Masadas,202402,2015-07-02T14:25:13,4586230.509805888,,2021-09-09T02:15:01.107312,,,la Sagrera,,
,,,Pl Can Baró,,8024,,BARCELONA,2.1620938107713417,41.416562091336225,Horta-Guinardó,429976.0229233763,1,﻿99400390674,,True,7,,,34,484,Masia de Can Baró,69506,2015-07-03T12:59:42,4585339.814008142,,2021-09-09T02:15:05.624813,,,Can Baró,,
,,,Pla Montbau,,8035,,BARCELONA,2.1427060165365965,41.430681496366894,Horta-Guinardó,428371.2851697135,6,﻿99400390698,,True,7,,,40,485,Pla de Montbau,118747,2015-07-03T13:52:29,4586923.197240756,,2021-09-09T02:15:08.526094,,,Montbau,,
,,E-mail,C Melcior de Palau,Informació d'interès,8014,eix@eixsantslescorts.com,BARCELONA,2.1345185368913895,41.37978352954445,Sants-Montjuïc,427630.74057095463,77,﻿99400190566,,True,3,,,18,486,Federació Eix Comercial Sants-Les Corts,207406,2007-09-19T19:22:02,4581279.3651212,,2022-02-15T09:09:15.283511,,53022,Sants,True,100002
